"ScannedImage","Target","VulnerabilityID","PkgName","InstalledVersion","FixedVersion","Severity","PrimaryURL","Title"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-40915","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-40915","kernel: riscv: rewrite __kernel_map_pages() to fix sleeping in invalid context"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49859","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49859","kernel: f2fs: fix to check atomic_file in f2fs ioctl interfaces"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49571","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49571","kernel: net/smc: check iparea_offset and ipv6_prefixes_cnt when receiving proposal msg"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49569","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49569","kernel: nvme-rdma: unquiesce admin_q before destroy it"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49568","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49568","kernel: net/smc: check v2_ext_offset/eid_cnt/ism_gid_cnt when receiving proposal msg"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-48875","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-48875","kernel: btrfs: don't take dev_replace rwsem on task already holding it"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47809","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47809","kernel: dlm: fix possible lkb_resource null dereference"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47794","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47794","kernel: bpf: Prevent tailcall infinite loop caused by freplace"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47728","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47728","kernel: bpf: Zero former ARG_PTR_TO_{LONG,INT} args in case of error"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47720","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47720","kernel: drm/amd/display: Add null check for set_output_gamma in dcn30_set_output_transfer_func"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47704","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47704","kernel: drm/amd/display: Check link_res-&gt;hpo_dp_link_enc before using it"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47703","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47703","kernel: bpf, lsm: Add check for BPF LSM return value"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47693","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47693","kernel: IB/core: Fix ib_cache_setup_one error flow cleanup"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47690","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47690","kernel: f2fs: get rid of online repaire on corrupted directory"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47683","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47683","kernel: drm/amd/display: Skip Recompute DSC Params if no Stream on Link"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47678","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47678","kernel: icmp: change the order of rate limits"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47673","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47673","kernel: wifi: iwlwifi: mvm: pause TCM when the firmware is stopped"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47669","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47669","kernel: nilfs2: fix state management in error path of log writing function"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47668","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47668","kernel: lib/generic-radix-tree.c: Fix rare race in __genradix_ptr_alloc()"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47667","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47667","kernel: PCI: keystone: Add workaround for Errata #i2037 (AM65x SR 1.0)"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47666","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47666","kernel: scsi: pm80xx: Set phy-&gt;enable_completion only when we wait for it"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47665","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47665","kernel: i3c: mipi-i3c-hci: Error out instead on BUG_ON() in IBI DMA setup"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47662","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47662","kernel: drm/amd/display: Remove register from DCN35 DMCUB diagnostic collection"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47661","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47661","kernel: drm/amd/display: Avoid overflow from uint32_t to uint8_t"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47660","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47660","kernel: fsnotify: clear PARENT_WATCHED flags lazily"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47658","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47658","kernel: crypto: stm32/cryp - call finalize with bh disabled"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49891","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49891","kernel: scsi: lpfc: Validate hdwq pointers before dereferencing in reset/errata paths"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-47408","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-47408","kernel: net/smc: check smcd_v2_ext_offset when receiving proposal msg"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49893","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49893","kernel: drm/amd/display: Check stream_status before it is used"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49898","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49898","kernel: drm/amd/display: Check null-initialized variables"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49935","linux-libc-dev","5.10.237-1","5.10.244-1","MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49935","kernel: ACPI: PAD: fix crash in exit_round_robin()"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49934","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49934","kernel: fs/inode: Prevent dump_mapping() accessing invalid dentry.d_name.name"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49932","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49932","kernel: btrfs: don&#39;t readahead the relocation inode on RST"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49929","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49929","kernel: wifi: iwlwifi: mvm: avoid NULL pointer dereference"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49927","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49927","kernel: x86/ioapic: Handle allocation failures gracefully"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49926","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49926","kernel: rcu-tasks: Fix access non-existent percpu rtpcp variable in rcu_tasks_need_gpcb()"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49925","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49925","kernel: fbdev: efifb: Register sysfs groups through driver core"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49923","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49923","kernel: drm/amd/display: Pass non-null to dcn20_validate_apply_pipe_split_flags"
"drupal:10.3-apache-bullseye","drupal:10.3-apache-bullseye (debian 11.11)","CVE-2024-49922","linux-libc-dev","5.10.237-1",,"MEDIUM","https://avd.aquasec.com/nvd/cve-2024-49922","kernel: drm/amd/display: Check null pointers before using them"
